Gene	GDI	GDI-Phred	Gene damage prediction (all disease-causing genes)
XCR1	24.724	0.81140	Medium
VDAC1	24.73819	0.81167	Medium
IL18RAP	24.74148	0.81193	Medium
DNAJC7	24.74494	0.81220	Medium
SUCNR1	24.75166	0.81247	Medium
RNF8	24.76726	0.81274	Medium
FLJ20306	24.77388	0.81300	Medium
PPCDC	24.77535	0.81327	Medium
DIRC2	24.77583	0.81354	Medium
TMEM184B	24.77878	0.81381	Medium
RNF113A	24.78016	0.81407	Medium
CXorf38	24.78071	0.81434	Medium
NT5M	24.82415	0.81461	Medium
XPR1	24.83357	0.81488	Medium
RBMS2	24.83639	0.81515	Medium
RAB2B	24.84507	0.81541	Medium
LCN15	24.85409	0.81568	Medium
AMFR	24.87307	0.81595	Medium
RP11-676J12.7	24.8781	0.81622	Medium
NAP1L5	24.87885	0.81649	Medium
NTN1	24.88991	0.81675	Medium
HSF2	24.89099	0.81702	Medium
ZNF561	24.89171	0.81729	Medium
GDAP1	24.90016	0.81756	Medium
POU5F2	24.90286	0.81783	Medium
RP11-10A14.4	24.91129	0.81809	Medium
C1QL2	24.91921	0.81836	Medium
ZNF772	24.92453	0.81863	Medium
NR0B1	24.92876	0.81890	Medium
HOXA5	24.97328	0.81917	Medium
HIST1H4L	24.99407	0.81943	Medium
SOX15	25.00059	0.81970	Medium
SEC22A	25.01889	0.81997	Medium
C19orf68	25.02193	0.82024	Medium
MAGT1	25.04667	0.82051	Medium
CHRNB2	25.07801	0.82078	Medium
MAPRE1	25.09501	0.82104	Medium
DOHH	25.09665	0.82131	Medium
SGPP1	25.10585	0.82158	Medium
CKB	25.11031	0.82185	Medium
STATH	25.14147	0.82212	Medium
MT1X	25.15059	0.82239	Medium
PLA2G15	25.15947	0.82265	Medium
GK5	25.18144	0.82292	Medium
C9orf24	25.18503	0.82319	Medium
ARG1	25.18835	0.82346	Medium
CUEDC2	25.18962	0.82373	Medium
PPP1R14D	25.20403	0.82400	Medium
AC009403.2	25.20669	0.82426	Medium
CSRP3	25.21474	0.82453	Medium
LCE1A	25.22558	0.82480	Medium
KCND2	25.22755	0.82507	Medium
SPOP	25.23464	0.82534	Medium
TMEM215	25.23987	0.82561	Medium
MAP2K7	25.26477	0.82588	Medium
PLA2G5	25.27033	0.82614	Medium
VRK1	25.27161	0.82641	Medium
FLOT1	25.27793	0.82668	Medium
ELOVL5	25.28024	0.82695	Medium
AL117190.3	25.29499	0.82722	Medium
PNPLA4	25.2993	0.82749	Medium
B3GNT2	25.32515	0.82776	Medium
WFDC12	25.32775	0.82802	Medium
VTI1A	25.32908	0.82829	Medium
PPAPDC1A	25.34899	0.82856	Medium
EPM2AIP1	25.37407	0.82883	Medium
LINGO1	25.40567	0.82910	Medium
GDNF	25.41025	0.82937	Medium
LMX1A	25.42005	0.82964	Medium
BBOX1	25.4204	0.82991	Medium
GABPB1	25.43283	0.83017	Medium
TRIM27	25.43334	0.83044	Medium
RBMS3	25.43983	0.83071	Medium
WDR48	25.44253	0.83098	Medium
NDUFS5	25.45813	0.83125	Medium
GGTLC3	25.47088	0.83152	Medium
SLC25A53	25.47651	0.83179	Medium
WFDC10A	25.50358	0.83206	Medium
F2R	25.52168	0.83233	Medium
GPD1L	25.53397	0.83259	Medium
SLC16A1	25.55771	0.83286	Medium
MAGEB5	25.56137	0.83313	Medium
FAM78A	25.56147	0.83340	Medium
GAPDH	25.5685	0.83367	Medium
LYRM7	25.56997	0.83394	Medium
C20orf96	25.57746	0.83421	Medium
CIRBP	25.59069	0.83448	Medium
SMAGP	25.59272	0.83475	Medium
AP006621.5	25.60999	0.83502	Medium
BHLHB9	25.62443	0.83529	Medium
ASL	25.64812	0.83555	Medium
GNAI1	25.65134	0.83582	Medium
MRPL17	25.66004	0.83609	Medium
RP11-144F15.1	25.66225	0.83636	Medium
STARD4	25.69887	0.83663	Medium
WNT5B	25.69919	0.83690	Medium
CFL1	25.72014	0.83717	Medium
ZBTB43	25.7282	0.83744	Medium
AP3M2	25.73556	0.83771	Medium
TMED4	25.73722	0.83798	Medium
SYT11	25.73826	0.83825	Medium
CD300A	25.74296	0.83852	Medium
MYCN	25.75116	0.83879	Medium
PAQR3	25.76026	0.83906	Medium
SNX2	25.76147	0.83932	Medium
TMEM38B	25.79881	0.83959	Medium
CIB3	25.81487	0.83986	Medium
GUCY1A2	25.81831	0.84013	Medium
WBSCR22	25.82653	0.84040	Medium
PPIE	25.82775	0.84067	Medium
FOSL2	25.82937	0.84094	Medium
SSX2IP	25.8299	0.84121	Medium
CMAS	25.85541	0.84148	Medium
NMT2	25.86293	0.84175	Medium
PDPN	25.8691	0.84202	Medium
C17orf100	25.89477	0.84229	Medium
IL3RA	25.93494	0.84256	Medium
EIF2B1	25.93892	0.84283	Medium
STIP1	25.94299	0.84310	Medium
SYT2	25.95478	0.84337	Medium
TMEM26	25.95677	0.84364	Medium
PKM	25.96104	0.84391	Medium
CCNT2	25.9733	0.84418	Medium
G0S2	25.9802	0.84445	Medium
CCL1	25.99725	0.84472	Medium
PPP1R7	26.00104	0.84499	Medium
C5AR1	26.00885	0.84526	Medium
ATP6V0B	26.0163	0.84553	Medium
UPP1	26.02404	0.84579	Medium
VIM	26.03407	0.84606	Medium
MYLPF	26.03649	0.84633	Medium
TMOD3	26.05798	0.84660	Medium
PRKCB	26.08929	0.84687	Medium
DIO3	26.09417	0.84714	Medium
KLHL13	26.10807	0.84741	Medium
TPST1	26.1429	0.84768	Medium
INTS3	26.14611	0.84795	Medium
ARIH1	26.15209	0.84822	Medium
MYD88	26.17859	0.84849	Medium
YPEL3	26.18051	0.84876	Medium
HIST1H2BM	26.19347	0.84903	Medium
CYC1	26.20568	0.84930	Medium
DLG3	26.23007	0.84957	Medium
CDKN2C	26.23471	0.84984	Medium
RPS19BP1	26.23481	0.85011	Medium
TMEM8C	26.24548	0.85038	Medium
LMO2	26.24832	0.85065	Medium
NUPR1L	26.25775	0.85092	Medium
FAM182B	26.25882	0.85119	Medium
JADE3	26.26202	0.85146	Medium
TAS2R30	26.27524	0.85173	Medium
EI24	26.27733	0.85200	Medium
RNF145	26.28405	0.85227	Medium
RNF4	26.29011	0.85255	Medium
GAS7	26.29294	0.85282	Medium
FAF1	26.29951	0.85309	Medium
NDUFA3	26.31742	0.85336	Medium
RND1	26.32366	0.85363	Medium
FAM122A	26.32597	0.85390	Medium
RAMP2	26.34746	0.85417	Medium
C1QC	26.35597	0.85444	Medium
MRPL54	26.39683	0.85471	Medium
PPP1R42	26.40836	0.85498	Medium
NHP2	26.41417	0.85525	Medium
NNMT	26.41448	0.85552	Medium
ZNF25	26.42311	0.85579	Medium
FAM60A	26.42559	0.85606	Medium
IGF2BP2	26.44571	0.85633	Medium
PRLH	26.46551	0.85660	Medium
FGFR1OP2	26.47953	0.85687	Medium
SLC35B4	26.48192	0.85714	Medium
PRKAB2	26.51097	0.85741	Medium
ESM1	26.51672	0.85768	Medium
SNX4	26.53956	0.85795	Medium
CDK17	26.55309	0.85822	Medium
AL583828.1	26.5547	0.85849	Medium
H2AFY2	26.5668	0.85876	Medium
HTR1F	26.56929	0.85904	Medium
LENEP	26.57229	0.85931	Medium
DNM1L	26.57798	0.85958	Medium
AC016745.1	26.57895	0.85985	Medium
AL590560.1	26.58224	0.86012	Medium
PHOX2B	26.58296	0.86039	Medium
PHF23	26.5875	0.86066	Medium
DNAJB1	26.58877	0.86093	Medium
POU3F1	26.59057	0.86120	Medium
TOMM40L	26.59526	0.86147	Medium
BNIP1	26.59592	0.86174	Medium
ABHD6	26.61177	0.86201	Medium
SWAP70	26.61895	0.86228	Medium
SP9	26.65009	0.86255	Medium
MKRN3	26.65655	0.86283	Medium
TMEM55B	26.67292	0.86310	Medium
SOX18	26.68267	0.86337	Medium
TRABD	26.69584	0.86364	Medium
PAIP1	26.70534	0.86391	Medium
NR5A1	26.71465	0.86418	Medium
PABPC5	26.71979	0.86445	Medium
NENF	26.72337	0.86472	Medium
EPHX4	26.72369	0.86499	Medium
RP11-196G11.1	26.72479	0.86526	Medium
GTF3C3	26.74564	0.86554	Medium
B3GNT9	26.74653	0.86581	Medium
CENPM	26.74988	0.86608	Medium
MED18	26.75181	0.86635	Medium
ECHDC1	26.76863	0.86662	Medium
MORF4L1	26.79444	0.86689	Medium
DKFZP547L112	26.8076	0.86716	Medium
CLVS1	26.81975	0.86743	Medium
KLHL22	26.86408	0.86770	Medium
USP11	26.86765	0.86797	Medium
RNF41	26.86984	0.86825	Medium
SIRT7	26.87247	0.86852	Medium
COPZ2	26.87836	0.86879	Medium
CKLF-CMTM1	26.88279	0.86906	Medium
USP17L22	26.88933	0.86933	Medium
FBXO8	26.90092	0.86960	Medium
DYNC1I2	26.9112	0.86987	Medium
XPNPEP3	26.91419	0.87014	Medium
HIST1H2BJ	26.91604	0.87042	Medium
RP11-80A15.1	26.9166	0.87069	Medium
METAP1	26.96708	0.87096	Medium
CASP3	26.97618	0.87123	Medium
PLAGL2	26.9787	0.87150	Medium
ELOVL1	26.98906	0.87177	Medium
AP3M1	26.99108	0.87204	Medium
MEIS2	27.01195	0.87232	Medium
GPHN	27.01369	0.87259	Medium
AC009365.3	27.01849	0.87286	Medium
GJC1	27.01888	0.87313	Medium
KLRG1	27.02476	0.87340	Medium
RAB1A	27.05157	0.87367	Medium
G3BP2	27.08786	0.87395	Medium
TTPA	27.09061	0.87422	Medium
GJC2	27.09817	0.87449	Medium
NDUFS3	27.09868	0.87476	Medium
PCGF2	27.13463	0.87503	Medium
EMC4	27.14266	0.87530	Medium
LACTB2	27.17329	0.87557	Medium
C4orf3	27.17826	0.87585	Medium
C5orf56	27.21312	0.87612	Medium
LZIC	27.22008	0.87639	Medium
CCNY	27.22892	0.87666	Medium
C12orf57	27.23377	0.87693	Medium
ZNF69	27.23843	0.87720	Medium
ZNF705B	27.24291	0.87748	Medium
C16orf13	27.25005	0.87775	Medium
MATR3	27.25144	0.87802	Medium
CNN2	27.26201	0.87829	Medium
MARCH6	27.26345	0.87856	Medium
NDUFB2	27.26479	0.87884	Medium
CNEP1R1	27.2753	0.87911	Medium
MIA	27.29132	0.87938	Medium
OSBPL11	27.29428	0.87965	Medium
MARCKSL1	27.31638	0.87992	Medium
EXOSC5	27.33486	0.88047	Medium
TREM1	27.33486	0.88020	Medium
RAD51	27.3455	0.88074	Medium
HVCN1	27.34873	0.88101	Medium
VPS37D	27.34929	0.88128	Medium
RTF1	27.36211	0.88156	Medium
EXTL2	27.37761	0.88183	Medium
ARMCX2	27.38177	0.88210	Medium
TMEM150B	27.38398	0.88237	Medium
TRIM21	27.38419	0.88264	Medium
ABHD4	27.3891	0.88292	Medium
EGLN3	27.38988	0.88319	Medium
ZNF524	27.3918	0.88346	Medium
VOPP1	27.40078	0.88373	Medium
DNAJB6	27.41429	0.88400	Medium
USP51	27.43022	0.88428	Medium
IKZF5	27.45935	0.88455	Medium
COPG2	27.4635	0.88482	Medium
KLF15	27.49319	0.88509	Medium
CD300E	27.49666	0.88537	Medium
POLR2B	27.50599	0.88564	Medium
CLDN9	27.50846	0.88591	Medium
MMP28	27.51027	0.88618	Medium
RNPEPL1	27.51822	0.88645	Medium
DUSP18	27.51871	0.88673	Medium
COA6	27.52947	0.88700	Medium
LNP1	27.53827	0.88727	Medium
HAX1	27.58424	0.88754	Medium
C11orf57	27.58951	0.88782	Medium
SLC25A36	27.59314	0.88809	Medium
LIN52	27.62583	0.88836	Medium
CXCL17	27.62689	0.88863	Medium
ZNF771	27.63084	0.88891	Medium
BCCIP	27.65375	0.88918	Medium
SYNPR	27.65858	0.88945	Medium
KCNS2	27.67414	0.88972	Medium
CCR4	27.69178	0.89000	Medium
KIN	27.69585	0.89027	Medium
C1orf95	27.70147	0.89054	Medium
C20orf141	27.70366	0.89081	Medium
TMEM179	27.71805	0.89109	Medium
TBC1D22B	27.71858	0.89136	Medium
ADRA1B	27.75985	0.89163	Medium
OSBPL2	27.76557	0.89190	Medium
MYCL	27.78536	0.89218	Medium
AMDHD2	27.79097	0.89245	Medium
KLHL8	27.79892	0.89272	Medium
RPRD1B	27.80674	0.89300	Medium
SPDYC	27.8107	0.89327	Medium
DHH	27.8283	0.89354	Medium
LRP2BP	27.82914	0.89381	Medium
KRTAP4-2	27.83148	0.89409	Medium
C17orf105	27.83919	0.89436	Medium
WNT5A	27.84285	0.89463	Medium
PPP1R2	27.84526	0.89491	Medium
TMEM182	27.87033	0.89518	Medium
NFKBIA	27.87219	0.89545	Medium
TSSC1	27.88963	0.89572	Medium
OPN5	27.90162	0.89600	Medium
MBD2	27.90165	0.89627	Medium
MED28	27.92413	0.89654	Medium
GGPS1	27.92768	0.89682	Medium
IGFL3	27.96458	0.89709	Medium
LHX3	27.96735	0.89736	Medium
SLC25A39	27.97109	0.89763	Medium
SLC6A3	27.97415	0.89791	Medium
CCL28	27.97723	0.89818	Medium
FAM209A	27.98372	0.89845	Medium
MAL	27.99238	0.89873	Medium
LGALSL	27.99532	0.89900	Medium
NTMT1	28.00537	0.89927	Medium
DUSP4	28.01967	0.89955	Medium
FGF11	28.02661	0.89982	Medium
THEM6	28.06099	0.90009	Medium
KEAP1	28.06422	0.90037	Medium
RNASE6	28.07143	0.90064	Medium
ERP44	28.07485	0.90091	Medium
C4orf32	28.0983	0.90119	Medium
ZMAT5	28.10381	0.90146	Medium
CCDC94	28.13525	0.90173	Medium
RAPGEFL1	28.15111	0.90201	Medium
NME5	28.15255	0.90228	Medium
SKAP1	28.15835	0.90255	Medium
NUP35	28.16387	0.90283	Medium
CXCL2	28.16832	0.90310	Medium
SMIM18	28.19508	0.90337	Medium
S100A1	28.203	0.90365	Medium
KCNN2	28.20395	0.90392	Medium
SPRYD4	28.20795	0.90419	Medium
FXN	28.22067	0.90447	Medium
PLP2	28.22389	0.90474	Medium
POLR2A	28.22828	0.90501	Medium
RAB5C	28.22907	0.90529	Medium
PHOSPHO2	28.2377	0.90556	Medium
SH3GL2	28.23793	0.90583	Medium
PEX7	28.2424	0.90611	Medium
SCG5	28.24624	0.90638	Medium
FCER1G	28.27342	0.90665	Medium
FAHD2A	28.33119	0.90693	Medium
SRPK2	28.33627	0.90720	Medium
PRR13	28.34564	0.90748	Medium
TFAP2B	28.34617	0.90775	Medium
CMTR1	28.34808	0.90802	Medium
GNB2	28.35841	0.90830	Medium
VWA9	28.36697	0.90857	Medium
LSM10	28.38632	0.90884	Medium
TMEM141	28.39038	0.90912	Medium
ERMN	28.41309	0.90939	Medium
AC138647.1	28.41319	0.90966	Medium
BECN1	28.42549	0.90994	Medium
DEFB118	28.42795	0.91021	Medium
TUSC3	28.42817	0.91049	Medium
RNF128	28.42924	0.91076	Medium
FBLN5	28.43292	0.91103	Medium
ERVFRD-1	28.45838	0.91131	Medium
RPLP0	28.4761	0.91158	Medium
TMUB1	28.47971	0.91186	Medium
MSC	28.48319	0.91213	Medium
INTS12	28.48702	0.91240	Medium
TFF3	28.49508	0.91268	Medium
OR4F17	28.5008	0.91295	Medium
SAV1	28.50729	0.91323	Medium
GFPT1	28.51548	0.91350	Medium
STEAP1	28.5157	0.91377	Medium
TMEM86B	28.53319	0.91405	Medium
ARMCX3	28.53458	0.91432	Medium
C19orf52	28.53614	0.91460	Medium
TRAF7	28.55417	0.91487	Medium
CLEC12A	28.5633	0.91514	Medium
RDH10	28.58653	0.91542	Medium
HMGB2	28.58852	0.91569	Medium
ZDHHC21	28.59147	0.91597	Medium
TBCA	28.59892	0.91624	Medium
GPR18	28.62864	0.91652	Medium
RFC2	28.64476	0.91679	Medium
HSD11B2	28.64779	0.91706	Medium
SNRPA1	28.65066	0.91734	Medium
LYRM5	28.66939	0.91761	Medium
RBM42	28.6708	0.91789	Medium
TFF1	28.67165	0.91816	Medium
ADORA3	28.68541	0.91844	Medium
GMEB2	28.70202	0.91871	Medium
NDUFA8	28.71647	0.91898	Medium
PLRG1	28.74018	0.91926	Medium
KPNB1	28.74247	0.91953	Medium
RAB26	28.74683	0.91981	Medium
WBSCR17	28.7496	0.92008	Medium
LARP6	28.78654	0.92036	Medium
SASH3	28.8003	0.92063	Medium
OCIAD1	28.80665	0.92091	Medium
TEX30	28.8129	0.92118	Medium
CPLX4	28.81864	0.92145	Medium
DEDD2	28.84673	0.92173	Medium
ARR3	28.84914	0.92200	Medium
ARNTL	28.86459	0.92228	Medium
EBPL	28.87736	0.92255	Medium
TMEM95	28.90299	0.92283	Medium
CSNK1G2	28.91263	0.92310	Medium
UHMK1	28.91719	0.92338	Medium
RFX3	28.91908	0.92365	Medium
RFPL3S	28.92481	0.92393	Medium
C1orf192	28.9278	0.92420	Medium
TNFRSF4	28.93778	0.92448	Medium
RASL12	28.94334	0.92475	Medium
COPS6	28.94352	0.92502	Medium
DSCR3	28.95913	0.92530	Medium
MALSU1	28.96376	0.92557	Medium
MS4A1	28.96649	0.92585	Medium
HM13	28.97209	0.92612	Medium
SLC23A2	28.97342	0.92640	Medium
PAX2	28.99207	0.92667	Medium
KIAA0125	28.99326	0.92695	Medium
CPSF2	28.99401	0.92722	Medium
ST7	29.00341	0.92750	Medium
RPS6KA2	29.0191	0.92777	Medium
ALYREF	29.02711	0.92805	Medium
VPS36	29.0318	0.92832	Medium
FBXO28	29.03574	0.92860	Medium
IPO7	29.04313	0.92887	Medium
FASLG	29.04738	0.92915	Medium
GMEB1	29.05249	0.92942	Medium
TSPAN3	29.08327	0.92970	Medium
TIMM22	29.08706	0.92997	Medium
RPS20	29.08929	0.93025	Medium
GTF2E2	29.09445	0.93052	Medium
HRH3	29.11072	0.93080	Medium
CPNE2	29.12037	0.93107	Medium
KRTAP3-3	29.12862	0.93135	Medium
FOSL1	29.14509	0.93162	Medium
CRCP	29.15373	0.93190	Medium
BCL11B	29.1619	0.93217	Medium
ZNF552	29.17592	0.93245	Medium
CSH2	29.18154	0.93272	Medium
PAGE5	29.1887	0.93300	Medium
KAT7	29.2063	0.93328	Medium
DYNC1LI2	29.20904	0.93355	Medium
PLCXD3	29.21209	0.93383	Medium
TNFSF18	29.21564	0.93410	Medium
MXD1	29.2168	0.93438	Medium
PPIF	29.21967	0.93465	Medium
VPS37B	29.22607	0.93493	Medium
SLC35A2	29.23115	0.93520	Medium
NPY1R	29.23782	0.93548	Medium
SGMS2	29.24177	0.93575	Medium
NR4A2	29.24717	0.93603	Medium
ORMDL2	29.25711	0.93630	Medium
ZFAND6	29.26317	0.93658	Medium
DHX30	29.26995	0.93686	Medium
TM2D2	29.27218	0.93713	Medium
RFPL4B	29.28748	0.93741	Medium
ZNF688	29.29176	0.93768	Medium
ZFAND1	29.32078	0.93796	Medium
SPANXC	29.32097	0.93823	Medium
RBM41	29.33957	0.93851	Medium
MBD3L3	29.34109	0.93878	Medium
ZCCHC12	29.34234	0.93906	Medium
C19orf82	29.36885	0.93934	Medium
ZNF460	29.38374	0.93961	Medium
NBPF4	29.38781	0.93989	Medium
CAB39	29.39386	0.94016	Medium
TMEM216	29.4031	0.94044	Medium
SUDS3	29.42985	0.94071	Medium
HIST1H2AB	29.43172	0.94099	Medium
PPP3R2	29.43246	0.94127	Medium
SACM1L	29.43851	0.94154	Medium
TMEM186	29.44202	0.94182	Medium
ENO1	29.45013	0.94209	Medium
GALNT1	29.49125	0.94237	Medium
TSPAN12	29.4953	0.94265	Medium
WT1	29.51052	0.94292	Medium
FAM213B	29.5158	0.94320	Medium
SSBP3	29.52993	0.94347	Medium
RASL11A	29.53125	0.94375	Medium
PTBP1	29.53361	0.94402	Medium
MUSTN1	29.55297	0.94430	Medium
WDR70	29.56978	0.94458	Medium
PAIP2B	29.57337	0.94485	Medium
TCEA1	29.58251	0.94513	Medium
TMEM248	29.59988	0.94541	Medium
CMTM1	29.60962	0.94568	Medium
HMOX2	29.62046	0.94596	Medium
F9	29.63264	0.94623	Medium
ASPRV1	29.64182	0.94651	Medium
ST6GALNAC4	29.64267	0.94679	Medium
CLTC	29.64323	0.94706	Medium
CPLX3	29.6682	0.94734	Medium
ST3GAL4	29.68834	0.94761	Medium
HINT2	29.71444	0.94789	Medium
TREX1	29.73233	0.94817	Medium
MAP1LC3C	29.74673	0.94844	Medium
SLC35G1	29.75565	0.94872	Medium
LAMP2	29.76807	0.94900	Medium
TLE3	29.78111	0.94927	Medium
SARNP	29.78252	0.94955	Medium
C16orf47	29.78673	0.94982	Medium
PPAT	29.7895	0.95010	Medium
C12orf5	29.7913	0.95038	Medium
OSGEP	29.79622	0.95065	Medium
NUDC	29.80518	0.95093	Medium
PIP4K2B	29.81132	0.95121	Medium
HOOK3	29.82218	0.95148	Medium
TLR7	29.84081	0.95176	Medium
LHFPL4	29.84895	0.95204	Medium
BMP7	29.85236	0.95231	Medium
ARFRP1	29.85832	0.95259	Medium
MEMO1	29.85889	0.95287	Medium
PRAC1	29.86582	0.95314	Medium
GJA1	29.87324	0.95342	Medium
GTF2H2C	29.88171	0.95369	Medium
STMN4	29.894	0.95397	Medium
C1QTNF3	29.89715	0.95425	Medium
ZNF174	29.91427	0.95452	Medium
RILPL2	29.91633	0.95480	Medium
ZSCAN23	29.91927	0.95508	Medium
TMIE	29.92428	0.95535	Medium
PRKG2	29.92466	0.95563	Medium
MEIG1	29.92716	0.95591	Medium
CPEB4	29.93649	0.95618	Medium
CLDN25	29.94995	0.95646	Medium
NME2	29.95472	0.95674	Medium
GTF2A2	29.96889	0.95701	Medium
RBBP4	29.97102	0.95729	Medium
VAPB	29.97107	0.95757	Medium
P2RY1	29.97125	0.95785	Medium
STX4	29.98664	0.95812	Medium
GINS2	29.98936	0.95840	Medium
SERPINB9	29.99819	0.95868	Medium
ST8SIA1	29.99859	0.95895	Medium
DHX9	30.04953	0.95923	Medium
RBM4B	30.06102	0.95951	Medium
RARA	30.08447	0.95978	Medium
CRYGA	30.09915	0.96006	Medium
AL645608.1	30.10891	0.96034	Medium
GAP43	30.11581	0.96061	Medium
DRD1	30.11978	0.96089	Medium
RP11-65D24.2	30.12875	0.96117	Medium
ZNF253	30.15097	0.96145	Medium
CHAC2	30.15884	0.96172	Medium
RCOR1	30.15903	0.96200	Medium
TSRM	30.16365	0.96228	Medium
RAI2	30.16691	0.96255	Medium
HMBOX1	30.16957	0.96283	Medium
PGK1	30.18239	0.96311	Medium
CDCA8	30.19698	0.96339	Medium
NF2	30.21856	0.96366	Medium
C16orf45	30.22262	0.96394	Medium
CRBN	30.23873	0.96422	Medium
SLC41A1	30.24424	0.96449	Medium
SSTR1	30.24688	0.96477	Medium
ZMPSTE24	30.24713	0.96505	Medium
EYA3	30.28063	0.96533	Medium
GNG2	30.28316	0.96560	Medium
CHERP	30.28923	0.96588	Medium
RCAN2	30.29372	0.96616	Medium
CUL2	30.29769	0.96644	Medium
WASF1	30.31193	0.96671	Medium
HAS2	30.33807	0.96699	Medium
EMP1	30.34305	0.96727	Medium
ORAI2	30.34586	0.96755	Medium
HAND2	30.35159	0.96782	Medium
PAGE3	30.35599	0.96810	Medium
E2F4	30.36322	0.96838	Medium
ZNF696	30.37307	0.96866	Medium
VSIG1	30.41091	0.96893	Medium
SLC30A3	30.41223	0.96921	Medium
GNA11	30.42276	0.96949	Medium
WIPF1	30.43509	0.96977	Medium
P4HB	30.43817	0.97004	Medium
DIMT1	30.45427	0.97032	Medium
PDE1B	30.45684	0.97060	Medium
FLCN	30.47814	0.97088	Medium
AP000783.1	30.48008	0.97115	Medium
PEX11B	30.48442	0.97143	Medium
ADORA1	30.51321	0.97171	Medium
ANP32D	30.52241	0.97199	Medium
PID1	30.57301	0.97227	Medium
ATP5I	30.57521	0.97254	Medium
SHOC2	30.58108	0.97282	Medium
TAS2R3	30.58676	0.97310	Medium
FAM217B	30.6159	0.97338	Medium
LRFN1	30.61696	0.97365	Medium
NUP50	30.63427	0.97393	Medium
MAF	30.63442	0.97421	Medium
FAM212A	30.64073	0.97449	Medium
CREB5	30.64753	0.97477	Medium
IFNA7	30.6513	0.97504	Medium
AQP9	30.66006	0.97532	Medium
PNCK	30.66195	0.97560	Medium
STOML2	30.66945	0.97588	Medium
TOMM40	30.68058	0.97616	Medium
MRPL13	30.69703	0.97643	Medium
TMEM74B	30.7006	0.97671	Medium
EBF3	30.75664	0.97699	Medium
POLR3H	30.82453	0.97727	Medium
CXCL1	30.83426	0.97755	Medium
CHST7	30.85586	0.97782	Medium
FBXL2	30.86122	0.97810	Medium
CSDE1	30.92563	0.97838	Medium
APOC1	30.95619	0.97866	Medium
NOP58	30.9563	0.97894	Medium
RBFOX2	30.95685	0.97922	Medium
IL25	30.97695	0.97949	Medium
PTGES3	30.97993	0.97977	Medium
MEST	30.98883	0.98005	Medium
AL357673.1	30.99788	0.98033	Medium
NHP2L1	31.00751	0.98061	Medium
SNRNP35	31.03063	0.98089	Medium
IL19	31.06448	0.98116	Medium
VAPA	31.0744	0.98144	Medium
LAMP3	31.08249	0.98172	Medium
RPS7	31.08852	0.98200	Medium
RFXAP	31.09466	0.98228	Medium
SPA17	31.09776	0.98256	Medium
SMARCE1	31.12744	0.98283	Medium
ORAI3	31.15212	0.98311	Medium
FBXO22	31.16585	0.98339	Medium
DIABLO	31.18086	0.98367	Medium
AC022532.1	31.18816	0.98395	Medium
MAS1	31.19407	0.98423	Medium
FOLR1	31.20225	0.98450	Medium
PSMD10	31.2092	0.98478	Medium
C12orf68	31.2199	0.98506	Medium
GABRB1	31.23713	0.98534	Medium
C1orf109	31.26397	0.98562	Medium
ZNF114	31.26473	0.98590	Medium
AL807752.1	31.28001	0.98618	Medium
TERF1	31.28752	0.98646	Medium
THEM4	31.29238	0.98673	Medium
AP2A2	31.30469	0.98701	Medium
PRRX2	31.30599	0.98729	Medium
GTF2H3	31.3121	0.98757	Medium
SRD5A1	31.3139	0.98785	Medium
SLC1A2	31.32127	0.98813	Medium
PPP1R3D	31.36039	0.98841	Medium
KLK9	31.36317	0.98869	Medium
THPO	31.37424	0.98896	Medium
ARHGAP26	31.37458	0.98924	Medium
DRAP1	31.39483	0.98952	Medium
ATP6AP2	31.39695	0.98980	Medium
PTPN9	31.40712	0.99008	Medium
PRKCI	31.41088	0.99036	Medium
ICA1	31.41264	0.99064	Medium
BPGM	31.42111	0.99092	Medium
ZNF569	31.42855	0.99120	Medium
PHF8	31.44976	0.99147	Medium
GVQW1	31.48689	0.99175	Medium
WNT4	31.50237	0.99203	Medium
MRP63	31.51076	0.99231	Medium
CRYL1	31.51503	0.99259	Medium
CHKB	31.52304	0.99287	Medium
MAGEC2	31.54815	0.99315	Medium
RP11-793H13.10	31.5567	0.99343	Medium
CRIP2	31.56406	0.99371	Medium
NDUFS4	31.58455	0.99399	Medium
CTGF	31.59133	0.99427	Medium
SLC25A18	31.61854	0.99454	Medium
LIX1	31.6193	0.99482	Medium
ATP5F1	31.62565	0.99510	Medium
HNF4G	31.63046	0.99538	Medium
SCRG1	31.63245	0.99566	Medium
C12orf61	31.63576	0.99594	Medium
MREG	31.6616	0.99622	Medium
SAMD8	31.66382	0.99650	Medium
MAT2B	31.67303	0.99678	Medium
KCTD21	31.67802	0.99706	Medium
C1orf198	31.69042	0.99734	Medium
LRRC14	31.69801	0.99762	Medium
ALG5	31.70282	0.99790	Medium
SLC25A29	31.70384	0.99818	Medium
PARVA	31.71128	0.99845	Medium
CCDC101	31.71169	0.99873	Medium
SPACA7	31.71768	0.99901	Medium
FAM19A4	31.7283	0.99929	Medium
KRTAP19-6	31.73683	0.99957	Medium
CCK	31.7441	0.99985	Medium
HMSD	31.77068	1.00013	Medium
OAS2	31.80189	1.00041	Medium
DCLK1	31.81304	1.00069	Medium
ANP32B	31.817	1.00097	Medium
CLP1	31.81705	1.00125	Medium
USP12	31.82098	1.00153	Medium
KCNK2	31.8264	1.00181	Medium
ORAI1	31.83841	1.00209	Medium
